epoch,avg_l1,avg_vgg,lr,epoch_time_s,best_l1
86,0.041532,0.748303,5.60e-05,37.3,0.041532
87,0.041052,0.745955,5.20e-05,37.3,0.041052
88,0.040851,0.744875,4.80e-05,37.3,0.040851
89,0.040723,0.742831,4.40e-05,37.3,0.040723
90,0.040252,0.741171,4.00e-05,37.2,0.040252
91,0.039978,0.739712,3.60e-05,37.3,0.039978
92,0.039637,0.737986,3.20e-05,37.3,0.039637
93,0.039353,0.736197,2.80e-05,37.3,0.039353
94,0.039044,0.734260,2.40e-05,37.3,0.039044
95,0.038858,0.733471,2.00e-05,37.4,0.038858
96,0.038614,0.731461,1.60e-05,37.4,0.038614
97,0.038396,0.730183,1.20e-05,37.4,0.038396
98,0.038185,0.728868,8.00e-06,37.3,0.038185
99,0.038084,0.728161,4.00e-06,37.3,0.038084
100,0.037968,0.727459,0.00e+00,37.3,0.037968
1,0.475905,2.455551,2.00e-04,111.0,0.475905
2,0.233873,2.063384,2.00e-04,99.3,0.233873
3,0.217706,1.861596,2.00e-04,100.4,0.217706
4,0.209869,1.779197,2.00e-04,99.3,0.209869
5,0.204117,1.718513,2.00e-04,99.7,0.204117
6,0.200722,1.677284,2.00e-04,100.1,0.200722
7,0.195578,1.628268,2.00e-04,99.6,0.195578
8,0.193590,1.613733,2.00e-04,100.1,0.193590
9,0.191189,1.588189,2.00e-04,99.8,0.191189
10,0.189493,1.579737,2.00e-04,100.3,0.189493
11,0.188137,1.561280,2.00e-04,99.6,0.188137
12,0.184912,1.544101,2.00e-04,100.1,0.184912
13,0.185222,1.534449,2.00e-04,99.6,0.184912
14,0.183069,1.523561,2.00e-04,99.8,0.183069
15,0.181967,1.512124,2.00e-04,100.4,0.181967
16,0.182047,1.512059,2.00e-04,99.6,0.181967
17,0.179483,1.501679,2.00e-04,100.0,0.179483
18,0.179163,1.494418,2.00e-04,99.2,0.179163
19,0.178070,1.483008,2.00e-04,99.6,0.178070
20,0.177070,1.478278,2.00e-04,100.2,0.177070
21,0.174984,1.472615,2.00e-04,100.0,0.174984
22,0.173848,1.460792,2.00e-04,99.6,0.173848
23,0.174407,1.464817,2.00e-04,100.3,0.173848
24,0.173628,1.459004,2.00e-04,99.6,0.173628
25,0.172665,1.455943,2.00e-04,97.1,0.172665
26,0.172058,1.448511,2.00e-04,98.4,0.172058
27,0.172207,1.449566,2.00e-04,99.7,0.172058
28,0.170416,1.442408,2.00e-04,100.1,0.170416
29,0.168870,1.435965,2.00e-04,99.7,0.168870
30,0.173428,1.480833,2.00e-04,99.8,0.168870
31,0.168677,1.432552,2.00e-04,100.4,0.168677
32,0.166842,1.426353,2.00e-04,99.2,0.166842
33,0.167840,1.427726,2.00e-04,100.1,0.166842
34,0.166319,1.425307,2.00e-04,100.5,0.166319
35,0.166365,1.422735,2.00e-04,99.8,0.166319
36,0.165070,1.415586,2.00e-04,99.7,0.165070
37,0.164342,1.419539,2.00e-04,100.5,0.164342
38,0.164379,1.414060,2.00e-04,98.7,0.164342
39,0.164247,1.412398,2.00e-04,97.6,0.164342
40,0.164421,1.413706,2.00e-04,100.1,0.164342
41,0.163306,1.406287,2.00e-04,100.2,0.163306
42,0.163470,1.410277,2.00e-04,100.4,0.163306
43,0.161808,1.404017,2.00e-04,100.4,0.161808
44,0.167892,1.462619,2.00e-04,100.1,0.161808
45,0.165077,1.423208,2.00e-04,100.4,0.161808
46,0.161373,1.402548,2.00e-04,100.4,0.161373
47,0.159466,1.393291,2.00e-04,100.1,0.159466
48,0.160231,1.397115,2.00e-04,100.1,0.159466
49,0.157898,1.391255,2.00e-04,99.8,0.157898
50,0.159485,1.392235,2.00e-04,96.5,0.157898
51,0.157125,1.390014,1.96e-04,100.9,0.157125
52,0.157268,1.388621,1.92e-04,100.0,0.157125
53,0.157144,1.383833,1.88e-04,96.8,0.157125
54,0.155309,1.384415,1.84e-04,98.3,0.155309
55,0.154319,1.381517,1.80e-04,100.0,0.154319
56,0.154219,1.379029,1.76e-04,100.1,0.154219
57,0.152352,1.375625,1.72e-04,100.1,0.152352
58,0.150780,1.372280,1.68e-04,100.0,0.150780
59,0.150886,1.372378,1.64e-04,97.9,0.150780
60,0.148913,1.368270,1.60e-04,97.1,0.148913
61,0.148886,1.370471,1.56e-04,100.4,0.148913
62,0.147607,1.364837,1.52e-04,100.4,0.147607
63,0.145645,1.362341,1.48e-04,100.4,0.145645
64,0.143771,1.360540,1.44e-04,99.3,0.143771
65,0.143264,1.361348,1.40e-04,99.2,0.143264
66,0.139988,1.355886,1.36e-04,100.0,0.139988
67,0.139320,1.361478,1.32e-04,99.2,0.139320
68,0.137773,1.354998,1.28e-04,99.7,0.137773
69,0.135235,1.354653,1.24e-04,100.4,0.135235
70,0.133169,1.350737,1.20e-04,99.2,0.133169
71,0.132358,1.350606,1.16e-04,99.7,0.132358
72,0.130015,1.348064,1.12e-04,99.5,0.130015
73,0.128897,1.349003,1.08e-04,99.5,0.128897
74,0.124812,1.342500,1.04e-04,100.2,0.124812
75,0.122842,1.341163,1.00e-04,99.2,0.122842
76,0.120315,1.339790,9.60e-05,99.3,0.120315
77,0.117793,1.338544,9.20e-05,99.7,0.117793
78,0.115401,1.336270,8.80e-05,99.2,0.115401
79,0.112575,1.333681,8.40e-05,99.6,0.112575
80,0.109617,1.333072,8.00e-05,98.8,0.109617
81,0.107358,1.330645,7.60e-05,97.4,0.107358
82,0.104871,1.328224,7.20e-05,100.4,0.104871
83,0.102588,1.326761,6.80e-05,100.1,0.102588
84,0.101650,1.324001,6.40e-05,100.5,0.101650
85,0.097661,1.321524,6.00e-05,100.3,0.097661
86,0.096620,1.321610,5.60e-05,100.0,0.096620
87,0.093828,1.316946,5.20e-05,99.6,0.093828
88,0.092537,1.316039,4.80e-05,99.6,0.092537
89,0.090914,1.314102,4.40e-05,99.3,0.090914
90,0.089606,1.312469,4.00e-05,99.2,0.089606
91,0.088136,1.311362,3.60e-05,99.3,0.088136
92,0.087426,1.309834,3.20e-05,99.6,0.087426
93,0.085735,1.306981,2.80e-05,100.3,0.085735
94,0.084400,1.305414,2.40e-05,100.3,0.084400
95,0.083438,1.303901,2.00e-05,99.6,0.083438
96,0.082413,1.301942,1.60e-05,100.1,0.082413
97,0.081626,1.300966,1.20e-05,99.3,0.081626
98,0.080876,1.298970,8.00e-06,98.6,0.080876
99,0.080513,1.298500,4.00e-06,99.0,0.080513
100,0.080155,1.298047,0.00e+00,99.3,0.080155
1,0.411372,2.496281,2.00e-04,111.1,0.411372
2,0.231765,2.092061,2.00e-04,99.8,0.231765
3,0.220274,1.919513,2.00e-04,100.6,0.220274
4,0.214346,1.842134,2.00e-04,100.2,0.214346
5,0.209004,1.769805,2.00e-04,99.9,0.209004
6,0.204229,1.714180,2.00e-04,100.5,0.204229
7,0.200757,1.678353,2.00e-04,100.9,0.200757
8,0.199970,1.662098,2.00e-04,100.6,0.199970
9,0.195973,1.627416,2.00e-04,99.3,0.195973
10,0.193769,1.607373,2.00e-04,100.5,0.193769
11,0.191512,1.584960,2.00e-04,100.5,0.191512
12,0.190236,1.573533,2.00e-04,98.0,0.190236
13,0.187385,1.556132,2.00e-04,99.9,0.187385
14,0.184764,1.538701,2.00e-04,99.7,0.184764
15,0.184142,1.543205,2.00e-04,100.5,0.184142
16,0.183452,1.527293,2.00e-04,100.5,0.183452
17,0.179908,1.514471,2.00e-04,100.5,0.179908
18,0.179331,1.507538,2.00e-04,100.7,0.179331
19,0.177480,1.495291,2.00e-04,100.1,0.177480
20,0.176508,1.491866,2.00e-04,100.9,0.176508
21,0.175635,1.487286,2.00e-04,100.0,0.175635
22,0.174027,1.476063,2.00e-04,99.7,0.174027
23,0.172808,1.470396,2.00e-04,99.1,0.172808
24,0.171680,1.468823,2.00e-04,98.5,0.171680
25,0.171188,1.460145,2.00e-04,100.4,0.171188
26,0.170438,1.459765,2.00e-04,99.6,0.170438
27,0.169409,1.452980,2.00e-04,99.6,0.169409
28,0.169700,1.451452,2.00e-04,100.4,0.169409
29,0.167753,1.444154,2.00e-04,100.4,0.167753
30,0.170191,1.469735,2.00e-04,99.6,0.167753
31,0.166996,1.439028,2.00e-04,100.0,0.166996
32,0.165827,1.435845,2.00e-04,100.5,0.165827
33,0.166212,1.436830,2.00e-04,100.2,0.165827
34,0.165850,1.438944,2.00e-04,99.8,0.165827
35,0.163885,1.423522,2.00e-04,100.7,0.163885
36,0.165381,1.437294,2.00e-04,100.7,0.163885
37,0.163378,1.423605,2.00e-04,100.8,0.163378
38,0.163355,1.422417,2.00e-04,100.8,0.163378
39,0.162915,1.420061,2.00e-04,100.4,0.162915
40,0.161519,1.415638,2.00e-04,100.4,0.161519
41,0.160868,1.414622,2.00e-04,100.1,0.160868
42,0.162116,1.418380,2.00e-04,99.6,0.160868
1,0.586840,2.468604,2.00e-04,146.0,0.586840
2,0.277299,2.240646,2.00e-04,143.7,0.277299
3,0.219905,1.937446,2.00e-04,143.3,0.219905
4,0.213924,1.836382,2.00e-04,143.8,0.213924
5,0.206872,1.743197,2.00e-04,143.6,0.206872
6,0.206416,1.714931,2.00e-04,143.2,0.206416
7,0.200151,1.655427,2.00e-04,143.7,0.200151
8,0.198162,1.639617,2.00e-04,143.1,0.198162
9,0.194138,1.597344,2.00e-04,143.9,0.194138
10,0.191583,1.581491,2.00e-04,143.3,0.191583
11,0.189525,1.569004,2.00e-04,143.3,0.189525
12,0.187483,1.556759,2.00e-04,143.0,0.187483
13,0.186343,1.548483,2.00e-04,143.3,0.186343
14,0.182677,1.526085,2.00e-04,143.3,0.182677
15,0.181902,1.520898,2.00e-04,143.1,0.181902
16,0.180214,1.509957,2.00e-04,143.5,0.180214
17,0.176593,1.489335,2.00e-04,144.5,0.176593
18,0.176612,1.495312,2.00e-04,143.2,0.176593
19,0.174952,1.483231,2.00e-04,143.6,0.174952
20,0.174100,1.477624,2.00e-04,143.8,0.174100
21,0.173434,1.473127,2.00e-04,143.7,0.173434
22,0.172031,1.467769,2.00e-04,144.0,0.172031
23,0.169878,1.460746,2.00e-04,144.7,0.169878
24,0.169927,1.458521,2.00e-04,144.5,0.169878
25,0.168878,1.452668,2.00e-04,144.1,0.168878
26,0.172464,1.492224,2.00e-04,144.8,0.168878
27,0.169163,1.449957,2.00e-04,144.1,0.168878
28,0.166260,1.441022,2.00e-04,143.3,0.166260
29,0.166015,1.438967,2.00e-04,144.2,0.166015
30,0.165606,1.437607,2.00e-04,144.1,0.165606
31,0.165623,1.440408,2.00e-04,143.2,0.165606
32,0.164039,1.426733,2.00e-04,144.0,0.164039
33,0.164128,1.430698,2.00e-04,143.3,0.164039
34,0.163176,1.426137,2.00e-04,143.2,0.163176
35,0.163257,1.431511,2.00e-04,143.6,0.163176
36,0.162565,1.422341,2.00e-04,143.3,0.162565
37,0.161835,1.418644,2.00e-04,143.7,0.161835
38,0.161393,1.424509,2.00e-04,143.8,0.161393
39,0.160867,1.413730,2.00e-04,143.6,0.160867
40,0.159783,1.405649,2.00e-04,143.6,0.159783
41,0.159261,1.413289,2.00e-04,143.8,0.159261
42,0.158307,1.407645,2.00e-04,143.6,0.158307
43,0.158728,1.404367,2.00e-04,143.3,0.158307
44,0.158817,1.414827,2.00e-04,143.2,0.158307
45,0.158847,1.407502,2.00e-04,143.5,0.158307
46,0.157187,1.403313,2.00e-04,143.7,0.157187
47,0.169474,1.511861,2.00e-04,143.8,0.157187
48,0.158750,1.408984,2.00e-04,143.6,0.157187
49,0.156583,1.397854,2.00e-04,143.5,0.156583
50,0.155390,1.396676,2.00e-04,143.3,0.155390
51,0.154338,1.394591,1.96e-04,143.9,0.154338
52,0.154622,1.393484,1.92e-04,144.0,0.154338
53,0.152740,1.383571,1.88e-04,144.0,0.152740
54,0.151589,1.386990,1.84e-04,144.4,0.151589
55,0.151471,1.384531,1.80e-04,144.0,0.151471
56,0.150306,1.387309,1.76e-04,143.8,0.150306
57,0.150029,1.384710,1.72e-04,143.7,0.150029
58,0.147551,1.375583,1.68e-04,143.9,0.147551
59,0.146249,1.373659,1.64e-04,143.9,0.146249
60,0.145084,1.374947,1.60e-04,143.5,0.145084
61,0.143696,1.370729,1.56e-04,143.8,0.143696
62,0.142514,1.371289,1.52e-04,143.7,0.142514
63,0.140632,1.366893,1.48e-04,143.9,0.140632
64,0.139150,1.364667,1.44e-04,143.5,0.139150
65,0.136069,1.361111,1.40e-04,143.6,0.136069
66,0.139282,1.370370,1.36e-04,144.2,0.136069
67,0.134453,1.361047,1.32e-04,143.2,0.134453
68,0.132151,1.356658,1.28e-04,143.8,0.132151
69,0.131131,1.358870,1.24e-04,144.3,0.131131
70,0.128556,1.354545,1.20e-04,144.5,0.128556
71,0.125895,1.355436,1.16e-04,143.8,0.125895
72,0.124750,1.351854,1.12e-04,143.8,0.124750
73,0.123662,1.350706,1.08e-04,143.7,0.123662
74,0.119157,1.344999,1.04e-04,144.1,0.119157
75,0.117154,1.346441,1.00e-04,143.6,0.117154
76,0.115032,1.343127,9.60e-05,143.4,0.115032
77,0.111672,1.339976,9.20e-05,143.6,0.111672
78,0.109102,1.338394,8.80e-05,143.4,0.109102
79,0.108229,1.337314,8.40e-05,144.4,0.108229
80,0.105007,1.333569,8.00e-05,143.7,0.105007
81,0.103323,1.334795,7.60e-05,143.3,0.103323
82,0.100707,1.329636,7.20e-05,143.8,0.100707
83,0.100234,1.329289,6.80e-05,142.9,0.100234
84,0.097417,1.327152,6.40e-05,143.6,0.097417
85,0.095831,1.325226,6.00e-05,143.9,0.095831
86,0.094756,1.323932,5.60e-05,144.1,0.094756
87,0.093375,1.321621,5.20e-05,144.1,0.093375
88,0.090954,1.319344,4.80e-05,143.3,0.090954
89,0.089550,1.317195,4.40e-05,143.4,0.089550
90,0.088992,1.316277,4.00e-05,143.9,0.088992
91,0.087463,1.314624,3.60e-05,143.8,0.087463
92,0.086398,1.312666,3.20e-05,143.7,0.086398
93,0.085621,1.311333,2.80e-05,143.5,0.085621
94,0.084636,1.309876,2.40e-05,143.7,0.084636
95,0.083918,1.308941,2.00e-05,144.2,0.083918
96,0.082772,1.307019,1.60e-05,144.2,0.082772
97,0.082112,1.305837,1.20e-05,144.3,0.082112
98,0.081423,1.304505,8.00e-06,144.1,0.081423
99,0.080936,1.304091,4.00e-06,144.1,0.080936
100,0.080540,1.302506,0.00e+00,144.0,0.080540
1,0.652457,2.557128,0.0419,9.84,2.00e-04,53.3,0.652457
2,0.594830,2.333590,0.1194,10.76,2.00e-04,43.0,0.594830
3,0.482082,2.307589,0.2265,12.66,2.00e-04,43.7,0.482082
4,0.293747,2.271728,0.4351,14.70,2.00e-04,43.1,0.293747
5,0.227297,2.090626,0.5507,15.17,2.00e-04,44.0,0.227297
6,0.216509,1.923334,0.6115,15.47,2.00e-04,44.1,0.216509
7,0.214353,1.869061,0.6259,15.50,2.00e-04,43.7,0.214353
8,0.210663,1.829809,0.6178,15.46,2.00e-04,43.3,0.210663
9,0.209593,1.784866,0.6078,15.14,2.00e-04,43.0,0.209593
10,0.203678,1.729742,0.6522,15.60,2.00e-04,43.4,0.203678
11,0.202962,1.722759,0.6416,15.99,2.00e-04,43.2,0.202962
12,0.199812,1.689024,0.6622,15.94,2.00e-04,42.9,0.199812
13,0.198203,1.678561,0.6443,15.27,2.00e-04,43.7,0.198203
14,0.196963,1.658543,0.6617,15.39,2.00e-04,43.8,0.196963
15,0.197041,1.657983,0.6495,15.30,2.00e-04,43.2,0.196963
16,0.193264,1.636308,0.6713,15.50,2.00e-04,43.2,0.193264
17,0.193770,1.624294,0.6794,15.89,2.00e-04,43.9,0.193264
18,0.190026,1.599538,0.6903,16.10,2.00e-04,43.3,0.190026
19,0.191403,1.611340,0.6955,16.20,2.00e-04,43.6,0.190026
20,0.188650,1.589504,0.6850,15.79,2.00e-04,42.9,0.188650
21,0.186365,1.575250,0.6876,16.21,2.00e-04,43.4,0.186365
22,0.185412,1.564281,0.7027,16.25,2.00e-04,43.9,0.185412
23,0.185874,1.571402,0.6856,16.17,2.00e-04,43.2,0.185412
24,0.183152,1.549537,0.6679,16.23,2.00e-04,43.2,0.183152
25,0.183345,1.554527,0.7147,16.65,2.00e-04,43.2,0.183152
26,0.183157,1.548794,0.7085,16.65,2.00e-04,43.8,0.183152
27,0.180629,1.532212,0.6996,15.99,2.00e-04,43.9,0.180629
28,0.179299,1.524958,0.7107,16.63,2.00e-04,42.9,0.179299
29,0.182186,1.578343,0.6882,16.26,2.00e-04,43.9,0.179299
30,0.180733,1.535124,0.6974,15.91,2.00e-04,43.2,0.179299
31,0.178262,1.515904,0.6918,16.45,2.00e-04,43.5,0.178262
32,0.176705,1.506943,0.6913,15.74,2.00e-04,44.0,0.176705
33,0.175378,1.501311,0.7150,16.30,2.00e-04,43.7,0.175378
34,0.175321,1.505283,0.7203,16.05,2.00e-04,43.2,0.175378
35,0.174418,1.498506,0.7050,16.14,2.00e-04,42.8,0.174418
36,0.174564,1.495336,0.6900,16.01,2.00e-04,43.9,0.174418
37,0.173881,1.504941,0.7131,16.40,2.00e-04,43.5,0.173881
38,0.173082,1.480565,0.7209,16.60,2.00e-04,43.2,0.173082
39,0.171795,1.477744,0.7145,16.17,2.00e-04,43.6,0.171795
40,0.169559,1.466379,0.7103,16.13,2.00e-04,44.0,0.169559
41,0.169672,1.469353,0.7173,16.32,2.00e-04,43.6,0.169559
42,0.170096,1.484040,0.6727,15.82,2.00e-04,42.9,0.169559
43,0.172450,1.506731,0.7384,16.60,2.00e-04,42.9,0.169559
44,0.170600,1.479147,0.7326,16.51,2.00e-04,43.9,0.169559
45,0.167697,1.460044,0.7224,16.00,2.00e-04,53.8,0.167697
46,0.167959,1.455956,0.7178,16.26,2.00e-04,42.8,0.167697
47,0.166857,1.456252,0.7079,16.18,2.00e-04,43.3,0.166857
48,0.166047,1.448366,0.7163,16.03,2.00e-04,43.3,0.166047
49,0.165813,1.454758,0.7209,16.93,2.00e-04,42.2,0.165813
50,0.167081,1.460208,0.7208,16.20,2.00e-04,43.0,0.165813
51,0.164922,1.442007,0.7158,16.54,1.96e-04,43.9,0.164922
52,0.165003,1.444848,0.6893,16.62,1.92e-04,43.7,0.164922
53,0.164152,1.435227,0.7236,16.59,1.88e-04,42.9,0.164152
54,0.163061,1.433682,0.7487,17.07,1.84e-04,43.5,0.163061
55,0.161268,1.425811,0.7357,16.72,1.80e-04,43.7,0.161268
56,0.161203,1.424950,0.7184,16.28,1.76e-04,42.9,0.161268
57,0.160626,1.421611,0.7389,16.80,1.72e-04,43.7,0.160626
58,0.161504,1.423638,0.7348,16.82,1.68e-04,43.9,0.160626
59,0.159043,1.411605,0.7414,16.78,1.64e-04,42.9,0.159043
60,0.158660,1.418311,0.7283,16.41,1.60e-04,43.2,0.158660
61,0.157537,1.415769,0.7201,16.38,1.56e-04,43.2,0.157537
62,0.157559,1.406513,0.7472,16.85,1.52e-04,43.7,0.157537
63,0.155852,1.400566,0.7484,16.73,1.48e-04,42.9,0.155852
64,0.155218,1.399815,0.7331,16.47,1.44e-04,43.9,0.155218
65,0.155511,1.399027,0.7428,17.02,1.40e-04,43.3,0.155218
66,0.154766,1.396600,0.7197,16.90,1.36e-04,43.3,0.154766
67,0.153418,1.393532,0.7484,16.93,1.32e-04,43.3,0.153418
68,0.152369,1.388040,0.7561,17.02,1.28e-04,43.0,0.152369
69,0.152062,1.389401,0.7491,17.34,1.24e-04,43.0,0.152062
70,0.151760,1.386351,0.7524,17.16,1.20e-04,44.0,0.151760
71,0.150880,1.382151,0.7540,17.45,1.16e-04,43.1,0.150880
72,0.149979,1.380236,0.7516,16.83,1.12e-04,43.3,0.149979
73,0.149826,1.379140,0.7382,16.54,1.08e-04,43.0,0.149826
74,0.150235,1.385354,0.7318,16.94,1.04e-04,43.2,0.149826
75,0.148438,1.373915,0.7524,17.10,1.00e-04,43.5,0.148438
76,0.147420,1.370759,0.7529,17.23,9.60e-05,42.9,0.147420
77,0.146436,1.371691,0.7453,17.02,9.20e-05,43.9,0.146436
78,0.146230,1.368996,0.7374,16.82,8.80e-05,43.3,0.146230
79,0.145345,1.366070,0.7554,17.30,8.40e-05,43.0,0.145345
80,0.144948,1.363695,0.7652,17.55,8.00e-05,43.0,0.144948
81,0.143780,1.362869,0.7491,17.20,7.60e-05,43.1,0.143780
82,0.143129,1.360952,0.7453,16.96,7.20e-05,43.2,0.143129
83,0.142961,1.362365,0.7511,17.13,6.80e-05,43.6,0.142961
84,0.141402,1.358779,0.7447,17.17,6.40e-05,43.9,0.141402
85,0.140336,1.357262,0.7643,17.36,6.00e-05,43.9,0.140336
86,0.139624,1.356234,0.7509,17.47,5.60e-05,43.0,0.139624
87,0.139500,1.354677,0.7615,17.49,5.20e-05,44.0,0.139500
88,0.138563,1.353294,0.7539,17.37,4.80e-05,42.8,0.138563
89,0.138659,1.352701,0.7560,17.69,4.40e-05,43.7,0.138563
90,0.136721,1.348716,0.7619,17.23,4.00e-05,43.9,0.136721
91,0.135931,1.350252,0.7582,17.43,3.60e-05,43.3,0.135931
92,0.134890,1.348983,0.7558,17.35,3.20e-05,43.0,0.134890
93,0.134345,1.348766,0.7692,17.96,2.80e-05,43.3,0.134345
94,0.133011,1.346509,0.7616,17.50,2.40e-05,44.0,0.133011
95,0.132065,1.345336,0.7507,17.30,2.00e-05,43.0,0.132065
96,0.130900,1.343562,0.7623,17.64,1.60e-05,43.0,0.130900
97,0.129689,1.341437,0.7547,17.78,1.20e-05,44.0,0.129689
98,0.129064,1.341581,0.7678,18.13,8.00e-06,43.0,0.129064
99,0.128305,1.339901,0.7603,17.52,4.00e-06,43.3,0.128305
100,0.127398,1.339826,0.7669,17.69,0.00e+00,42.9,0.127398
1,0.544662,2.597148,0.1977,12.95,2.00e-04,52.9,0.544662
2,0.279279,2.346444,0.4365,14.90,2.00e-04,43.9,0.279279
3,0.229740,2.160168,0.5219,14.94,2.00e-04,43.0,0.229740
4,0.220737,2.025930,0.5542,14.99,2.00e-04,43.7,0.220737
5,0.216067,1.953764,0.5826,15.37,2.00e-04,43.0,0.216067
6,0.214219,1.910106,0.6039,15.42,2.00e-04,42.4,0.214219
7,0.209665,1.848512,0.6108,15.48,2.00e-04,43.2,0.209665
8,0.205666,1.799824,0.6198,15.56,2.00e-04,43.2,0.205666
9,0.205050,1.790366,0.6351,15.17,2.00e-04,43.0,0.205050
10,0.202333,1.755078,0.6279,15.49,2.00e-04,42.4,0.202333
11,0.200709,1.724137,0.6604,15.87,2.00e-04,41.6,0.200709
12,0.199232,1.699582,0.6484,15.58,2.00e-04,42.0,0.199232
13,0.198243,1.690957,0.6585,15.42,2.00e-04,43.1,0.198243
14,0.194885,1.654576,0.6591,15.96,2.00e-04,41.9,0.194885
15,0.196554,1.665434,0.6723,15.79,2.00e-04,41.5,0.194885
16,0.193964,1.629345,0.6708,15.61,2.00e-04,42.8,0.193964
17,0.192184,1.624579,0.6823,15.51,2.00e-04,42.2,0.192184
18,0.190261,1.606896,0.6836,16.06,2.00e-04,42.5,0.190261
19,0.189147,1.589516,0.6260,15.43,2.00e-04,41.9,0.189147
20,0.188232,1.587811,0.6877,15.80,2.00e-04,42.7,0.188232
21,0.186407,1.581402,0.6992,16.30,2.00e-04,43.0,0.186407
22,0.184903,1.567769,0.6817,15.63,2.00e-04,43.2,0.184903
23,0.183997,1.558932,0.6641,15.52,2.00e-04,41.6,0.183997
24,0.184822,1.561604,0.7026,16.50,2.00e-04,42.2,0.183997
25,0.181540,1.537230,0.7050,16.54,2.00e-04,43.2,0.181540
26,0.182366,1.541751,0.7011,16.13,2.00e-04,42.2,0.181540
27,0.181111,1.533246,0.6643,15.73,2.00e-04,43.0,0.181111
28,0.178833,1.528630,0.6916,16.03,2.00e-04,42.5,0.178833
29,0.178767,1.525316,0.6916,16.11,2.00e-04,42.3,0.178833
30,0.178474,1.524848,0.6967,15.65,2.00e-04,42.1,0.178474
31,0.176362,1.504224,0.7072,16.49,2.00e-04,42.4,0.176362
32,0.176630,1.506159,0.6890,15.89,2.00e-04,43.3,0.176362
33,0.175200,1.499591,0.7060,16.26,2.00e-04,42.5,0.175200
34,0.174248,1.495777,0.7187,16.56,2.00e-04,43.8,0.174248
35,0.173192,1.486201,0.7153,16.66,2.00e-04,42.4,0.173192
36,0.173534,1.487334,0.7220,16.44,2.00e-04,42.0,0.173192
37,0.170759,1.471742,0.7072,16.69,2.00e-04,42.7,0.170759
38,0.178207,1.549237,0.7159,16.41,2.00e-04,42.8,0.170759
39,0.172888,1.480134,0.7175,16.46,2.00e-04,42.7,0.170759
40,0.170595,1.469673,0.7180,16.27,2.00e-04,42.2,0.170595
41,0.169430,1.466368,0.7279,16.92,2.00e-04,42.0,0.169430
42,0.171703,1.471383,0.7347,16.96,2.00e-04,42.3,0.169430
43,0.167404,1.462323,0.7080,16.21,2.00e-04,41.9,0.167404
44,0.168027,1.455443,0.7280,16.41,2.00e-04,43.1,0.167404
45,0.169112,1.484377,0.7104,16.34,2.00e-04,42.3,0.167404
46,0.167771,1.452816,0.7258,16.57,2.00e-04,42.4,0.167404
47,0.166686,1.449834,0.7324,16.41,2.00e-04,43.1,0.166686
48,0.164507,1.442852,0.7464,16.63,2.00e-04,42.9,0.164507
49,0.166177,1.444335,0.7210,16.32,2.00e-04,42.4,0.164507
50,0.164875,1.438963,0.7175,16.64,2.00e-04,42.1,0.164507
51,0.165098,1.439715,0.7206,16.28,1.96e-04,42.1,0.164507
52,0.163505,1.433191,0.6988,16.44,1.92e-04,42.1,0.163505
53,0.162406,1.428874,0.7095,16.70,1.88e-04,42.2,0.162406
54,0.162206,1.425045,0.7414,16.88,1.84e-04,42.5,0.162206
55,0.160406,1.419665,0.7258,16.02,1.80e-04,42.3,0.160406
56,0.160564,1.420332,0.7335,16.70,1.76e-04,42.5,0.160406
57,0.160172,1.415705,0.7345,16.87,1.72e-04,42.3,0.160172
58,0.158274,1.412756,0.7294,16.79,1.68e-04,42.5,0.158274
59,0.158806,1.417068,0.7377,16.67,1.64e-04,42.1,0.158274
60,0.157588,1.403736,0.7348,16.88,1.60e-04,42.4,0.157588
