epoch,avg_l1,avg_vgg,lr,epoch_time_s,best_l1
57,0.147825,0.987381,0.7465,16.24,1.72e-04,36.3,0.147484
58,0.147617,0.988577,0.7417,16.11,1.68e-04,36.2,0.147484
59,0.147856,0.985790,0.7306,15.30,1.64e-04,36.6,0.147484
60,0.148040,0.985337,0.7402,15.48,1.60e-04,36.6,0.147484
61,0.147421,0.982045,0.7378,15.46,1.56e-04,36.6,0.147484
62,0.147725,0.984683,0.7500,16.21,1.52e-04,36.7,0.147484
63,0.147730,0.990011,0.7412,15.19,1.48e-04,36.2,0.147484
64,0.147709,0.985104,0.7482,15.97,1.44e-04,36.4,0.147484
65,0.147831,0.989407,0.7457,16.68,1.40e-04,36.5,0.147484
66,0.147628,0.980450,0.7281,15.34,1.36e-04,35.6,0.147484
67,0.147644,0.983466,0.7438,16.21,1.32e-04,36.2,0.147484
68,0.147683,0.985641,0.7348,14.75,1.28e-04,36.2,0.147484
69,0.147761,0.983111,0.7551,16.45,1.24e-04,36.6,0.147484
70,0.147762,0.987850,0.7567,17.38,1.20e-04,35.6,0.147484
71,0.147531,0.983625,0.7370,15.26,1.16e-04,35.7,0.147484
72,0.147968,0.979375,0.7431,15.72,1.12e-04,35.9,0.147484
73,0.147116,0.980679,0.7476,16.03,1.08e-04,35.9,0.147116
74,0.147582,0.981402,0.7405,15.78,1.04e-04,36.4,0.147116
75,0.147597,0.983875,0.7382,15.62,1.00e-04,35.6,0.147116
76,0.147797,0.986496,0.7369,16.10,9.60e-05,35.6,0.147116
77,0.147738,0.982641,0.7347,15.53,9.20e-05,36.3,0.147116
78,0.147670,0.982631,0.7391,15.92,8.80e-05,36.2,0.147116
79,0.147796,0.981200,0.7351,15.12,8.40e-05,35.9,0.147116
80,0.147539,0.971261,0.7341,14.46,8.00e-05,36.2,0.147116
81,0.147675,0.977195,0.7405,15.56,7.60e-05,35.8,0.147116
82,0.147857,0.973773,0.7406,16.24,7.20e-05,35.7,0.147116
83,0.147412,0.972791,0.7369,15.68,6.80e-05,36.1,0.147116
84,0.147079,0.971683,0.7460,15.69,6.40e-05,36.6,0.147116
85,0.147384,0.971188,0.7372,15.00,6.00e-05,36.1,0.147116
86,0.147678,0.976625,0.7451,16.37,5.60e-05,35.9,0.147116
87,0.147558,0.973791,0.7430,17.16,5.20e-05,36.2,0.147116
88,0.147481,0.973758,0.7449,15.58,4.80e-05,35.6,0.147116
89,0.147195,0.971761,0.7292,14.41,4.40e-05,36.2,0.147116
90,0.147831,0.974195,0.7340,15.21,4.00e-05,35.9,0.147116
91,0.147206,0.971029,0.7351,15.57,3.60e-05,35.8,0.147116
92,0.147167,0.974561,0.7462,14.97,3.20e-05,36.8,0.147116
93,0.147275,0.971900,0.7455,16.91,2.80e-05,36.6,0.147116
1,0.149817,1.048369,0.7434,15.48,2.00e-04,51.7,0.149817
2,0.149722,1.045462,0.7397,16.76,2.00e-04,34.7,0.149817
3,0.149070,1.042877,0.7389,15.15,2.00e-04,36.4,0.149070
4,0.148564,1.038641,0.7311,14.68,2.00e-04,35.5,0.148564
5,0.148788,1.037199,0.7331,14.93,2.00e-04,35.5,0.148564
6,0.148625,1.034701,0.7394,15.15,2.00e-04,36.2,0.148564
7,0.148702,1.029057,0.7439,15.97,2.00e-04,36.5,0.148564
8,0.148065,1.026088,0.7439,15.62,2.00e-04,36.5,0.148065
9,0.148339,1.022986,0.7451,15.14,2.00e-04,36.5,0.148065
10,0.148030,1.022707,0.7495,15.90,2.00e-04,35.9,0.148065
11,0.148069,1.020432,0.7360,15.68,2.00e-04,35.6,0.148065
12,0.147916,1.019506,0.7337,15.44,2.00e-04,35.6,0.147916
13,0.147653,1.017450,0.7328,15.13,2.00e-04,36.2,0.147653
14,0.147887,1.020979,0.7447,15.63,2.00e-04,36.3,0.147653
15,0.147868,1.014961,0.7491,16.21,2.00e-04,35.5,0.147653
16,0.147981,1.016575,0.7283,14.57,2.00e-04,35.7,0.147653
17,0.147678,1.014136,0.7502,15.87,2.00e-04,36.3,0.147653
18,0.147832,1.015058,0.7493,16.87,2.00e-04,35.7,0.147653
19,0.148216,1.014972,0.7293,14.95,2.00e-04,36.5,0.147653
20,0.147656,1.013812,0.7428,15.22,2.00e-04,35.0,0.147653
21,0.147508,1.010019,0.7480,15.67,2.00e-04,34.7,0.147508
22,0.147612,1.012389,0.7441,16.58,2.00e-04,34.6,0.147508
23,0.147475,1.007474,0.7506,15.85,2.00e-04,34.7,0.147508
24,0.147817,1.008848,0.7304,14.97,2.00e-04,35.2,0.147508
25,0.147620,1.006603,0.7313,14.79,2.00e-04,36.1,0.147508
26,0.147532,1.008741,0.7315,14.71,2.00e-04,36.6,0.147508
27,0.147412,1.008603,0.7389,15.43,2.00e-04,35.6,0.147508
28,0.147559,1.007978,0.7441,16.17,2.00e-04,36.5,0.147508
29,0.147656,1.006136,0.7490,16.01,2.00e-04,36.6,0.147508
30,0.147531,1.006072,0.7414,15.21,2.00e-04,35.6,0.147508
31,0.147673,1.004615,0.7391,15.90,2.00e-04,36.1,0.147508
32,0.147776,1.007005,0.7445,15.89,2.00e-04,36.5,0.147508
33,0.147497,1.004606,0.7434,16.15,2.00e-04,36.1,0.147508
34,0.147743,1.006243,0.7376,15.52,2.00e-04,36.2,0.147508
35,0.147642,1.004882,0.7386,15.43,2.00e-04,35.7,0.147508
36,0.147602,1.005066,0.7433,15.90,2.00e-04,35.9,0.147508
37,0.147691,1.002898,0.7377,15.91,2.00e-04,35.9,0.147508
38,0.147251,1.004436,0.7221,14.66,2.00e-04,35.7,0.147251
39,0.147484,1.003105,0.7452,15.63,2.00e-04,36.2,0.147251
40,0.147238,0.999981,0.7383,15.33,2.00e-04,35.6,0.147251
41,0.147369,1.000697,0.7469,16.11,2.00e-04,35.9,0.147251
42,0.147801,1.003154,0.7291,14.69,2.00e-04,35.9,0.147251
43,0.147316,1.000511,0.7435,15.72,2.00e-04,36.5,0.147251
44,0.147572,1.002071,0.7501,16.63,2.00e-04,36.1,0.147251
45,0.147473,1.002015,0.7340,14.96,2.00e-04,35.6,0.147251
46,0.147314,0.997717,0.7408,15.50,2.00e-04,35.8,0.147251
47,0.147400,1.000143,0.7473,16.64,2.00e-04,36.2,0.147251
48,0.147153,0.997045,0.7367,15.28,2.00e-04,35.7,0.147251
49,0.147453,0.999212,0.7509,15.91,2.00e-04,36.5,0.147251
50,0.147406,1.000652,0.7312,14.52,2.00e-04,36.2,0.147251
51,0.147625,0.999208,0.7354,15.20,1.96e-04,35.6,0.147251
52,0.147186,0.998177,0.7401,15.50,1.92e-04,35.7,0.147251
53,0.147451,0.997728,0.7373,16.15,1.88e-04,35.9,0.147251
54,0.147355,0.998950,0.7412,15.48,1.84e-04,35.7,0.147251
55,0.147770,1.000829,0.7528,16.21,1.80e-04,35.9,0.147251
56,0.147610,0.997632,0.7455,15.98,1.76e-04,36.2,0.147251
57,0.147564,0.994821,0.7305,15.11,1.72e-04,35.6,0.147251
58,0.147622,0.996355,0.7470,16.06,1.68e-04,35.7,0.147251
